L|UNDERGROUND|-78.059001000000,35.522774000053;-78.058964000000,35.522983000053
L|UNDERGROUND|-78.058906000000,35.523270000053;-78.058856000000,35.523511000052
L|UNDERGROUND|-78.058865000000,35.523599000052;-78.058928000000,35.523763000053
L|UNDERGROUND|-78.058928000000,35.523763000053;-78.059028000000,35.523997000053
L|UNDERGROUND|-78.059028000000,35.523997000053;-78.059157000000,35.524269000052
L|UNDERGROUND|-78.059157000000,35.524269000052;-78.059247000000,35.524451000053
L|UNDERGROUND|-78.059247000000,35.524451000053;-78.059266000000,35.524492000053
L|UNDERGROUND|-78.059266000000,35.524492000053;-78.059332000000,35.524635000053
L|UNDERGROUND|-78.058985920554,35.522635138129;-78.058989684310,35.522649816140;-78.059001307161,35.522774247765;-78.058963756235,35.522983088671;-78.058944369893,35.523079699737;-78.058906185562,35.523269989535;-78.058905641734,35.523272699927;-78.058855573778,35.523511373696;-78.058858057427,35.523534565442;-78.058864947199,35.523598899024;-78.058927532103,35.523763350477;-78.059027667934,35.523996929190;-78.059157308063,35.524269072978;-78.059247467164,35.524451305725;-78.059266099872,35.524491956415;-78.059331788569,35.524635267875;-78.059418234444,35.524823863938;-78.059591162968,35.525211457024;-78.059676409669,35.525378469856;-78.059685516995,35.525410243157;-78.059691622487,35.525443635859;-78.059687613956,35.525480913424;-78.059674907316,35.525516599484;-78.059626872284,35.525552461435;-78.059577108701,35.525567052202;-78.059365388744,35.525622137111;-78.059206675959,35.525678972060;-78.059132418954,35.525731710917;-78.059101372160,35.525824750826;-78.059117342681,35.525887500930;-78.059136000000,35.525932000053;-78.059233210749,35.526124520819;-78.059271421564,35.526195041571;-78.059464256171,35.526310244378;-78.059509833413,35.526368969014;-78.059536592211,35.526379115295;-78.059586210192,35.526362823523;-78.060014665016,35.526226297685;-78.060230038989,35.526157668671;-78.060366233984,35.526114395755;-78.060861269210,35.525957113433;-78.061237866735,35.525828540876;-78.061841572491,35.525626255255;-78.062414908615,35.525444282924;-78.062559096858,35.525405326176;-78.062758641366,35.525359869205;-78.062981757794,35.525333655648;-78.063371196101,35.525295411245;-78.063738403973,35.525276774230;-78.064069744638,35.525269779970;-78.064554419307,35.525259547357;-78.064636840257,35.525256444874;-78.065424015139,35.525226334225;-78.065835075591,35.525212672780;-78.065956191528,35.525208682290;-78.066015507549,35.525206077870;-78.066062069528,35.525201135801;-78.066110260037,35.525192394532;-78.066172575607,35.525174084643;-78.066232264128,35.525125221675;-78.066253551530,35.525068654354;-78.066256577350,35.525006287758;-78.066380144043,35.525008423544;-78.066385874222,35.524726352577;-78.066403970492,35.524029147816;-78.066416435944,35.523718191098;-78.066422392560,35.523569599602;-78.066415629077,35.523439066401;-78.066395752867,35.523160146986;-78.066331282774,35.522779066707;-78.066232225702,35.522272620053;-78.066161847968,35.521897736013;-78.066157092960,35.521706596272
